country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017
USA,United States of America,45 Mile Hydroelectric Project,USA0058455,3,44.5281,-121.1528,Hydro,2015,EBD Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64894,2017,,,5.561,7.332,6.349
USA,United States of America,99 Islands,USA0003272,18,35.0314,-81.4936,Hydro,1910,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18698,2017,91.592,78.817,61.397,45.196,50.585
USA,United States of America,A G Wishon,USA0000293,12.8,37.151,-119.5047,Hydro,1910,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29353,2017,21.245,6.571,2.59,34.315,34.926
USA,United States of America,Abbott TP 3,USA0003581,2.8,29.594,-98.0407,Hydro,1927,Guadalupe Blanco River Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21548,2017,3.99,2.767,10.238,13.634,11.599
USA,United States of America,Abiquiu Dam,USA0007789,15.6,36.2399,-106.423,Hydro,1993,Los Alamos County,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25063,2017,26.034,24.904,13.74,0,50.851
USA,United States of America,Ada Dam,USA0050433,1.4,42.9506,-85.4859,Hydro,1984,STS HydroPower Ltd-Ada Dam,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33812,2017,6.462,6.618,5.366,7.101,3.708
USA,United States of America,Alamo,USA0000905,19.6,34.8158,-118.6867,Hydro,1986,California Dept. of Water Resources,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15328,2017,22.048,19.265,23.88,67,104.372
USA,United States of America,Albeni Falls,USA0000851,42,48.1802,-116.9986,Hydro,1955,USACE Northwestern Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35529,2017,230.48,160.597,180.77,208.4,154.187
USA,United States of America,Alcona,USA0001693,8,44.562,-83.8045,Hydro,1924,Consumers Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17506,2017,27.658,30.711,28.055,29.953,33.507
USA,United States of America,Alcova,USA0006409,41.4,42.5484,-106.7175,Hydro,1955,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35616,2017,91.922,73.132,78.306,108.678,133.364
USA,United States of America,Alder,USA0003913,50,46.8016,-122.3102,Hydro,1947,City of Tacoma - (WA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34112,2017,222.108,247.536,191.283,251.255,232.142
USA,United States of America,Alexander,USA0004060,4.2,45.1875,-89.7553,Hydro,1925,Wisconsin Public Service Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37242,2017,20.622,26.378,23.609,28.669,30.22
USA,United States of America,Alice Falls Hydro Project,USA0054391,2.1,44.5192,-73.4648,Hydro,1991,Alice Falls Hydro  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25864,2017,0,0.103,0,0.114,0.881
USA,United States of America,Allatoona,USA0000760,86.6,34.1637,-84.7282,Hydro,1950,USCE-Mobile District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35528,2017,188.252,67.673,0,,9.244
USA,United States of America,Allegan Dam,USA0001694,2.6,42.5638,-85.954,Hydro,1940,Consumers Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17507,2017,14.281,13.444,13.521,14.91,14.073
USA,United States of America,Allegheny Hydro No 8,USA0050897,13.6,40.8966,-79.479,Hydro,1991,Allegheny Hydro LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32741,2017,89.813,102.209,87.144,86.667,92.121
USA,United States of America,Allegheny Hydro No 9,USA0050898,17.8,40.956,-79.5507,Hydro,1991,Allegheny Hydro LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32743,2017,112.693,125.502,104.636,106.54,100.228
USA,United States of America,Allegheny No 6 Hydro Station,USA0050894,9.2,40.7164,-79.5772,Hydro,1988,All Dams Generation  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,38.397,3.947,38.323,34.605,38.905
USA,United States of America,Allegheny No. 5 Hydro Station,USA0050893,9.2,40.6829,-79.6653,Hydro,1988,All Dams Generation  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,31.324,3.687,35.702,38.359,37.006
USA,United States of America,Allens Falls,USA0002540,4,44.6603,-74.8603,Hydro,1927,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27780,2017,9.119,24.76,21.838,20.175,17.329
USA,United States of America,Allison Creek Hydro,USA0058982,6.5,61.0844,-146.3533,Hydro,2016,Copper Valley Elec Assn  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,102131,2017,,,,0.881,19.71
USA,United States of America,Alta Powerhouse,USA0000214,1,39.216,-120.8036,Hydro,1902,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.387,3.545,2.928,3.123,3.485
USA,United States of America,American Falls,USA0000809,92.4,42.7778,-112.8764,Hydro,1978,Idaho Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22752,2017,243.83,264.207,294.308,243.379,482.999
USA,United States of America,Ames Hydro,USA0006207,3.6,37.866,-107.8831,Hydro,1906,Public Service Co of Colorado,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.964,2.294,8.996,6.972,8.109
USA,United States of America,Amistad Dam & Power,USA0006128,66,29.4498,-101.0601,Hydro,1983,International Bound & Wtr Comm,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,23265,2017,85.919,74.642,48.499,48.58,145.7
USA,United States of America,Amoskeag,USA0002354,16,43.0022,-71.4721,Hydro,1923,Public Service Co of NH,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30815,2017,93.686,72.084,80.974,69.643,90.894
USA,United States of America,Anderson Ranch,USA0006395,40,43.3571,-115.4515,Hydro,1951,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35617,2017,112.885,86.299,122.346,145.394,162.521
USA,United States of America,Androscoggin 3,USA0001480,3.6,44.1353,-70.2015,Hydro,1928,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15881,2017,26.22,31.136,14.652,0,0
USA,United States of America,Angels,USA0000215,1.4,38.0719,-120.5394,Hydro,1940,Utica Water & Power Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29354,2017,4.643,4.285,1.59,5.833,6.84
USA,United States of America,Annex Creek,USA0000062,4,58.3176,-134.101,Hydro,1916,Alaska Electric Light&Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12622,2017,25.056,27.38,27.012,25.644,19.151
USA,United States of America,Anson Abenaki Hydros,USA0010186,29,44.7975,-69.8867,Hydro,1981,Eagle Creek RE LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,146.91354,137.0263,134.1042,108.31707,131.899
USA,United States of America,Apalachia,USA0003394,93.6,35.1677,-84.2956,Hydro,1943,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34329,2017,551.17,415.735,310.461,177.87,310.805
USA,United States of America,Apple River,USA0006231,2.4,45.1576,-92.7162,Hydro,1901,Northern States Power Co - Minnesota,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28235,2017,11.27,15.37,9.952,15.095,13.877
USA,United States of America,Appleton,USA0004043,2.2,44.2539,-88.4096,Hydro,1951,Wisconsin Electric Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,9.321,13.697,14.062,14.759,14.389
USA,United States of America,Arlington Outlet Hydroelectric Generator,USA0061355,1.3,32.6391,-97.2429,Hydro,2015,Tarrant Regional Water District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63378,2017,,,,0,1.588
USA,United States of America,Arpin Dam,USA0003995,1.4,45.7517,-91.2028,Hydro,1971,Renewable World Energies LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28110,2017,7.384,8.129,6.118,7.358,8.204
USA,United States of America,Arrowrock Hydroelectric Project,USA0056997,15,43.595,-115.9233,Hydro,2010,Boise-Kuna Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,50296,2017,48.941,72.661,65.416,66.805,80.923
USA,United States of America,Ashokan,USA0000088,4.6,41.949,-74.2063,Hydro,1982,New York Power Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27563,2017,10.811,7.924,11.879,10.876,13.251
USA,United States of America,Ashton,USA0000825,6.7,44.0786,-111.4973,Hydro,1922,PacifiCorp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29484,2017,34.536,32.826,29.969,28.779,36.863
USA,United States of America,Auglaize Hydro,USA0007657,3.6,41.2372,-84.3998,Hydro,1996,City of Bryan - (OH),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30522,2017,0.011,10.76922,8.861,8.743,11.105
USA,United States of America,Austin,USA0003594,18,30.2934,-97.7844,Hydro,1940,Lower Colorado River Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,5.015,3.155,2.617,33.362,24.206
USA,United States of America,Avalon Hydropower,USA0054801,1.2,36.4237,-79.9525,Hydro,1998,Avalon Hydropower LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48142,2017,5.309,4.118,4.041,5.249,3.693
USA,United States of America,Ayers Island,USA0002355,8.4,43.5978,-71.7177,Hydro,1925,Public Service Co of NH,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30816,2017,46.703,43.686,37.796,37.229,44.562
USA,United States of America,Aziscohos Hydroelectric Project,USA0050999,6.7,44.9439,-70.9975,Hydro,1988,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17368,2017,30.624,32.025,33.236,28.703,35.46
USA,United States of America,Azusa,USA0006449,3,34.1548,-117.9093,Hydro,1949,City of Pasadena - (CA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29733,2017,0,0,0,0,0
USA,United States of America,Bad Creek,USA0007125,1296,35.0075,-82.9975,Hydro,1991,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18699,2017,-449.973,-493.746,-531.676,-572.652,-623.387
USA,United States of America,Baker Creek Hydroelectric,USA0059428,1.5,40.5264,-123.7256,Hydro,2014,Baker Station Associates  LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,1.154,1.905,4.085,4.653
USA,United States of America,Balch 1,USA0000217,31,36.9091,-119.0877,Hydro,1927,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29355,2017,53.98,44.325,19.306,132.644,177.233
USA,United States of America,Balch 2,USA0000218,97.2,36.9089,-119.0876,Hydro,1959,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29357,2017,194.302,158.988,51.608,331.916,549.62
USA,United States of America,Ball Mountain Hydro,USA0059040,2.4,43.1269,-72.7761,Hydro,2016,Blue Heron Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65827,2017,,,,0.826,4.863
USA,United States of America,Bankhead Dam,USA0000002,53.9,33.4587,-87.3568,Hydro,1963,Alabama Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12576,2017,211.342,47.391,25.92,-0.325,-0.291
USA,United States of America,Bar Mills,USA0001481,4,43.6136,-70.5525,Hydro,1956,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15882,2017,13.433,11.522,4.973,6.333,5.246
USA,United States of America,Barber Dam,USA0010735,4.1,43.561,-116.1213,Hydro,1990,Fulcrum Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17366,2017,8.96,10.35,9.424,12.163,13.271
USA,United States of America,Barker Lower,USA0010728,1.5,44.0867,-70.2297,Hydro,1986,KEI (Maine) Power Management (III) LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17365,2017,6.33402,5.90139,4.225,2.594,4.967
USA,United States of America,Barkley,USA0001371,130,37.0217,-88.2211,Hydro,1966,USCE-Nashville District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35530,2017,486.904,601.111,544.038,486.04,812.899
USA,United States of America,Bartholomew,USA0003688,1,40.1671,-111.4995,Hydro,1988,City of Springville - (UT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33417,2017,1.468,1.789,0.892,1.438,3.224
USA,United States of America,Bartletts Ferry,USA0000702,173,32.662,-85.0916,Hydro,1966,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,20973,2017,474.641,359.931,356.031,362.014,278.781
USA,United States of America,Basalt,USA0007458,5,39.3631,-106.8219,Hydro,1985,City of Aspen- (CO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62500,2017,1.114,20.24,20.476,22.69,16.797
USA,United States of America,Bath County,USA0006167,2862,38.2089,-79.8,Hydro,1986,Virginia Electric & Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36089,2017,-947.6,-989.619,-864.428,-768.62,-934.944
USA,United States of America,Bear Creek,USA0050156,3.2,40.5345,-121.9591,Hydro,1990,CHI-West Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.715,2.781,0.71,6.078,8.28
USA,United States of America,Bear Creek Dam,USA0002741,9,35.2427,-83.072,Hydro,1954,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27072,2017,37.843,21.207,27.553,18.298,1.229
USA,United States of America,Bear Swamp,USA0008005,600,42.6839,-72.9599,Hydro,1974,Bear Swamp Power Company LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,-145.559,-148.482,-160.048,-151.394,-103.236
USA,United States of America,Bear Valley,USA0000457,1.4,33.1662,-117.0166,Hydro,1986,City of Escondido - (CA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,19737,2017,0.001,0.562,1.1,0.806,2.545
USA,United States of America,Beardslee,USA0002543,20,43.0191,-74.7413,Hydro,1924,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27788,2017,48.315,51.391,41.49,44.997,60.932
USA,United States of America,Beardsley,USA0000414,10,38.2026,-120.077,Hydro,1957,Oakdale&South San Joaquin Irrigation D.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28662,2017,34.571,15.182,18.739,68.443,84.257
USA,United States of America,Beaver Dam,USA0000182,112,36.4215,-93.8474,Hydro,1965,USCE-Little Rock District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35531,2017,77.201,126.245,185.319,164.928,136.794
USA,United States of America,Beaver Falls,USA0006580,5.4,55.3798,-131.4703,Hydro,1953,Ketchikan Public Utilities,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,24029,2017,42.463,45.508,45.98,42.915,39.437
USA,United States of America,Beaver Valley Patterson Dam,USA0010546,1.2,40.7441,-80.3178,Hydro,1982,CHI Energy Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17369,2017,3.978,3.398,3.324,3.121,3.719
USA,United States of America,Beebee Island Hydro Plant,USA0010531,9,43.9767,-75.9072,Hydro,1931,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27786,2017,47.713,43.841,42.199,41.902,52.082
USA,United States of America,Belden,USA0000219,117.9,40.0074,-121.2494,Hydro,1969,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29358,2017,249.737,161.634,142.826,181.578,285.963
USA,United States of America,Beldens,USA0006451,5.7,44.0525,-73.1762,Hydro,1968,Green Mountain Power Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35976,2017,18.579,14.836,13.678,11.824,17.062
USA,United States of America,Belfort,USA0002544,2,43.9275,-75.3331,Hydro,1914,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27785,2017,11.354,12.193,8.434,10.838,12.917
USA,United States of America,Belleville Dam,USA0007594,42,39.1192,-81.7375,Hydro,1999,American Mun Power-Ohio  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,38103,2017,296.234,304.007,261.279,282.329,279.021
USA,United States of America,Bellows Falls,USA0003745,40.8,43.1375,-72.4464,Hydro,1928,Great River Hydro  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27424,2017,248.673,236.573,215.228,183.361,238.173
USA,United States of America,Bend,USA0006484,1.1,44.0623,-121.3133,Hydro,1916,PacifiCorp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29487,2017,1.925,2.498,2.396,1.958,2.295
USA,United States of America,Bennetts Bridge,USA0002545,36,43.5317,-75.9531,Hydro,1949,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27784,2017,104.606,103.936,86.214,85.659,114.169
USA,United States of America,Benton Falls Associates,USA0010523,4.2,44.5802,-69.5545,Hydro,1988,Essex Hydro Associates LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16789,2017,16.301,19.528,12.16,12.51,6.723
USA,United States of America,Berlin Gorham,USA0054639,30.3,44.3889,-71.1645,Hydro,1926,Great Lakes Hydro America LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,189.789,153.19,142.301,153.299,150.761
USA,United States of America,Berrien Springs,USA0001753,7.2,41.9439,-86.3289,Hydro,1996,Indiana Michigan Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,23010,2017,31.667,31.827,29.956,36.075,37.27
USA,United States of America,Bidwell Ditch Project,USA0010880,1.8,40.8014,-121.4481,Hydro,1987,Mega Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22974,2017,10.685,10.77,10.109,10.103,8.974
USA,United States of America,Big Bend Dam,USA0003375,494.1,44.0384,-99.4463,Hydro,1965,USCE-Missouri River District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35533,2017,742.763,1032.493,843.567,726.338,954.403
USA,United States of America,Big Cliff,USA0003074,18,44.7514,-122.2832,Hydro,1955,USACE Northwestern Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35532,2017,64.016,71.972,54.991,68.8,92.904
USA,United States of America,Big Creek 1,USA0000317,88.4,37.2042,-119.2396,Hydro,1920,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33113,2017,210.499,151.124,52.329,282.18,499.688
USA,United States of America,Big Creek 2,USA0000318,66.6,37.2,-119.3069,Hydro,1919,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33112,2017,200.826,140.967,51.79,332.639,438.835
USA,United States of America,Big Creek 2A,USA0000322,110,37.2001,-119.3068,Hydro,1929,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33110,2017,217.742,207.249,111.803,359.244,206.074
USA,United States of America,Big Creek 3,USA0000319,174.5,37.1485,-119.3866,Hydro,1940,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33115,2017,465.038,302.929,176.811,763.372,1071.415
USA,United States of America,Big Creek 4,USA0000320,100,37.139,-119.4898,Hydro,1951,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33117,2017,221.66,133.078,76.577,378.638,631.388
USA,United States of America,Big Creek 8,USA0000321,75,37.2096,-119.3289,Hydro,1926,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33116,2017,121.044,105.736,42.165,212.772,369.509
USA,United States of America,Big Creek Water Works,USA0010282,5,40.6467,-123.498,Hydro,1987,Big Creek Water Works Ltd,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.601,2.631,3.365,10.436,10.438
USA,United States of America,Big Falls,USA0003983,7.7,45.4917,-91.0469,Hydro,1945,Northern States Power Co - Minnesota,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28236,2017,31.882,47.502,44.633,52.712,51.83
USA,United States of America,Big Fork,USA0006459,4.1,48.0592,-114.0708,Hydro,1925,PacifiCorp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29486,2017,30.165,31.24,26.515,29.483,21.447
USA,United States of America,Big Pine Creek,USA0000391,3.2,37.1428,-118.3241,Hydro,1925,Los Angeles Department of Water & Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25082,2017,3.241,9.526,9.553,1.484,12.959
USA,United States of America,Big Quinnesec 61,USA0007821,4.4,45.7883,-88.0415,Hydro,1914,Wisconsin Electric Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37177,2017,5.741,2.285,-0.028,-0.046,15.699
USA,United States of America,Big Quinnesec 92,USA0007820,16,45.7881,-88.0408,Hydro,1950,Wisconsin Electric Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37177,2017,73.323,104.831,106.207,113.517,126.8
USA,United States of America,Big Thompson,USA0000515,4.5,40.421,-105.2238,Hydro,1959,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35618,2017,7.223,2.006,4.123,5.722,7.627
USA,United States of America,Birch Creek Power,USA0010140,2.6,44.0274,-112.7194,Hydro,1986,Birch Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,23578,2017,12.243,13.21,12.275,11.317,9.31
USA,United States of America,Biron,USA0003971,5.6,44.4306,-89.7808,Hydro,1910,Consolidated Water Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17465,2017,26.853,27.386,33.907,35.549,30.75435
USA,United States of America,Bishop Creek 2,USA0000323,7.3,37.2736,-118.5733,Hydro,1909,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33119,2017,21.013,15.118,12.554,24.861,44.288
USA,United States of America,Bishop Creek 3,USA0000324,8.4,37.302,-118.532,Hydro,1913,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33120,2017,18.174,15.001,12.683,22.88,44.059
USA,United States of America,Bishop Creek 4,USA0000325,8.2,37.323,-118.5017,Hydro,1907,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33111,2017,24.134,25.145,23.841,23.688,30.865
USA,United States of America,Bishop Creek 5,USA0000326,4.5,37.3344,-118.4797,Hydro,1930,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33118,2017,8.652,6.091,4.971,10.842,19.938
USA,United States of America,Bishop Creek 6,USA0000327,1.6,37.3499,-118.4628,Hydro,1913,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33114,2017,8.291,6.753,5.926,8.024,12.427
USA,United States of America,Black Bear Lake,USA0007752,4.5,55.4765,-133.1477,Hydro,1995,Alaska Power and Telephone Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12635,2017,20.54,21.145,21.168,20.763,19.221
USA,United States of America,Black Butte,USA0007229,6.1,39.8149,-122.3323,Hydro,1988,City of Santa Clara - (CA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32083,2017,7.52499,4.845,5.135,9.463,17.818
USA,United States of America,Black Canyon,USA0006396,10.2,43.9305,-116.4372,Hydro,1926,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35619,2017,55.598,63.647,61.394,62.559,65.214
USA,United States of America,Black Creek,USA0054860,3.7,47.5345,-121.7026,Hydro,1994,Black Creek Hydro Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14593,2017,12.844,14.09364,6.389,12.276,11.417
USA,United States of America,Black Eagle,USA0002181,24,47.5213,-111.2614,Hydro,1927,NorthWestern Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26726,2017,109.985,120.985,127.279,118.288,126.346
USA,United States of America,Black River,USA0002546,6,44.0001,-75.8132,Hydro,1920,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27792,2017,29.845,33.815,30.346,23.186,37.924
